,workorderid,wonum,location,description,comune,localita,via,civico,comune_loc,materiale,diametro,l_intervento,status,reportdate,anno,x,y,serv_cost,geometry
20742,2469810,21ODL159948,19A21R01,PERDITA ACQUA DALLA RETE,FIVIZZANO,MONZONE,STR. PROVINCIALE GRAGNOLA TENERANO- VIA BATTISTI PRESSO CIVICO 168,168,FIVIZZANO,PEAD,90.0,0.0,CLOSE,iso,2021,589667.4318,4891160.1428,219.94,POINT (589667.4318 4891160.1428)
20755,2493295,21ODL182935,19A12R75,Perdita acqua dalla rete,FIVIZZANO,FIVIZZANO,VIA POGNANA - FIVIZZANO 10,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2021,589838.6202,4899168.9276,326.73,POINT (589838.6202 4899168.9276)
20789,2601498,21ODL288286,31A07R06,Perdita Acqua Rete VIA DELLA CROCE INCROCIO VIALE MARINA   Puccioni,MONTIGNOSO,CINQUALE,VIA DELLA CROCE INCROCIO VIALE MARINA,,MONTIGNOSO,ACCIAIO,110.0,0.0,CLOSE,iso,2021,592285.34,4871254.1,724.82,POINT (592285.34 4871254.1)
20793,2601980,21ODL288763,31A07R06,sostituzione tratto di rete DE 110   VIA PARDINI 1       bacci 9j,MONTIGNOSO,CINQUALE,VIA PARDINI 1,1,MONTIGNOSO,PEAD,110.0,10.0,CLOSE,iso,2021,592194.6074,4871113.3653,1593.46,POINT (592194.6074 4871113.3653)
20823,1495530,18ODL309304,10A02R06,Perdita VIA FOSSA MAESTRA 6 AVENZA,CARRARA,AVENZA,VIA FOSSA MAESTRA 6,6,CARRARA,PEAD,110.0,10.0,CLOSE,iso,2018,583351.4625,4878969.6302,985.54,POINT (583351.4625 4878969.6302)
20831,2136947,20ODL205207,49A01R01,Perdita acqua dalla rete VIA TURATI 50,VIAREGGIO,TORRE DEL LAGO,VIA TURATI 50,,VIAREGGIO,FERRO,125.0,0.0,CLOSE,iso,2020,601042.5452,4857300.3457,381.06,POINT (601042.5452 4857300.3457)
20836,2142548,20ODL210752,07A04R01,PERDITA STRADALE SEGNALATA A NOSTRO PERSONALE (VARIA),CAMAIORE,PONTE DI SASSO,SARZANESE PRESSO CANTIERE ROTONDA,,CAMAIORE,FERRO,200.0,0.0,CLOSE,iso,2020,601808.9378,4863957.7925,188.66,POINT (601808.9378 4863957.7925)
20841,2148506,20ODL216630,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA DELLA GRONDA 15,,VIAREGGIO,FERRO,110.0,0.0,CLOSE,iso,2020,601246.1472,4858693.9231,339.47,POINT (601246.1472 4858693.9231)
20854,2169259,20ODL237069,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA DELLA PRIMAVERA 0,,VIAREGGIO,FERRO,90.0,0.0,CLOSE,iso,2020,601874.5392,4858663.7956,581.11,POINT (601874.5392 4858663.7956)
21005,1496711,18ODL310673,31A07R01,Perdita acqua dalla Rete VIA SANTA MARIA C/O VIA MONTEROSSO             Colle,montignoso,CAPANNE,VIA SANTA MARIA 23,///,MONTIGNOSO,PEAD,110.0,0.0,CLOSE,iso,2018,593474.4695,4874124.7627,408.19,POINT (593474.4695 4874124.7627)
21080,2596577,21ODL283476,27A09R04,perdita acqua dalla rete VIA RONCHI INCROCIO VIA SAN DOMENICHINO    palai,MASSA,POVEROMO,VIA RONCHI INCROCIO VIA SAN DOMENICHINO,,MASSA,ACCIAIO,100.0,0.0,CLOSE,iso,2021,590112.81,4872756.32,301.8,POINT (590112.81 4872756.32)
21117,2211906,20ODL278939,19A09R54,Perdita acqua dalla rete,FIVIZZANO,SOLIERA,LOC PADULA 0,,FIVIZZANO,PEAD,90.0,0.0,CLOSE,iso,2020,585331.3359,4895632.6658,247.6,POINT (585331.3359 4895632.6658)
21119,2216270,20ODL283259,19A09R54,PERDITA STRADALE,FIVIZZANO,SOLIERA,PADULA,00,FIVIZZANO,PEAD,90.0,0.0,CLOSE,iso,2020,585344.4782,4895646.8695,247.6,POINT (585344.4782 4895646.8695)
21120,2216630,20ODL283615,19A09R54,Perdita acqua dalla rete,FIVIZZANO,SOLIERA,VIA BORGO - SOLIERA 62,,FIVIZZANO,PEAD,90.0,0.0,CLOSE,iso,2020,585414.4737,4895477.3418,219.94,POINT (585414.4737 4895477.3418)
21125,2217718,20ODL284693,49A01R01,Avvallamento stradale diventata perdita,VIAREGGIO,VIAREGGIO,"VIA NICOLA PISANO, 91",91,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2020,601050.7448,4857645.3572,899.32,POINT (601050.7448 4857645.3572)
21240,2650085,21ODL335948,27A09R04,Perdita acqua dalla rete VIA DEI FICHI 11           Del Bergiolo,MASSA,RONCHI,VIA DEI FICHI 11,11,MASSA,FERRO,100.0,0.0,CLOSE,iso,2021,590175.3322,4872001.8085,305.47,POINT (590175.3322 4872001.8085)
21255,2235106,20ODL301814,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA NICOLA PISANO ANG. VIA GAROSI,,VIAREGGIO,ACCIAIO,125.0,0.0,CLOSE,iso,2020,601660.9943,4856546.7755,1447.77,POINT (601660.9943 4856546.7755)
21281,2182223,20ODL249850,27A09R02,Perdita acqua dalla rete Via Santissima Annunziata 127 Massa Rapelli,MASSA,MASSA,SANTISSIMA ANNUNZIATA,127,MASSA,PEAD,110.0,0.0,CLOSE,iso,2020,594399.2492,4879320.2416,273.32,POINT (594399.2492 4879320.2416)
21379,2680648,21ODL365686,07A04R04,Perdita acqua dalla rete,CAMAIORE,LIDO DI CAMAIORE,"VIA GASPARINI, 13",13,CAMAIORE,FIBROCEMENTO,175.0,1.0,COMP,iso,2021,598300.48,4861176.0,790.86,POINT (598300.48 4861176)
21414,2216724,20ODL283708,28A01R04,PERDITA STRADALE,MASSAROSA,STIAVA,"SELVARELLE, 178",178,MASSAROSA,FERRO,175.0,0.0,CLOSE,iso,2020,606047.8275,4861483.0737,418.29,POINT (606047.8275 4861483.0737)
21438,2264604,20ODL330804,07A06R01,Perdita segnalata da nostro personale Via fiaschetto,CAMAIORE,CAPEZZANO PIANORE,FIASCHETTO ANGOLO BUCINE,,CAMAIORE,FIBROCEMENTO,125.0,2.0,CLOSE,iso,2020,600629.2662,4862234.5683,435.97,POINT (600629.2662 4862234.5683)
21555,2663031,21ODL348665,27A09R04,Perdita acqua dalla rete VIA DELLE MACCHIE INCROCIO VIA POVEROMO     del bergiolo,MASSA,POVEROMO,VIA DELLE MACCHIE INCROCIO VIA POVEROMO,,MASSA,PEAD,90.0,0.0,CLOSE,iso,2021,590679.7,4871610.53,569.74,POINT (590679.7 4871610.53)
21560,2663411,21ODL348987,27A09R04,Perdita acqua dalla rete VIA MAGLIANO 37       del bergiolo,MASSA,MARINA DI MASSA,VIA MAGLIANO 37,37,MASSA,FERRO,110.0,0.0,CLOSE,iso,2021,589525.91,4873044.9,305.47,POINT (589525.91 4873044.9)
21566,2668948,21ODL354320,27A09R03,Perdita acqua dalla rete Via Dei Fichi 51 Rappelli,MASSA,MASSA,VIA DEI FICHI 51 5,51,MASSA,FERRO,100.0,0.0,CLOSE,iso,2021,590459.0,4872359.91,406.89,POINT (590459 4872359.91)
21569,2674859,21ODL359955,19A17R83,Perdita acqua dalla rete IN SANATORIA ESEG. 03.09.21,FIVIZZANO,MONZONE,delle cave 0,,FIVIZZANO,PEAD,90.0,0.0,CLOSE,iso,2021,590412.543,4890588.4917,617.89,POINT (590412.543 4890588.4917)
21583,1518675,18ODL332745,42A06R02,Perdita acqua dalla rete,SERAVEZZA,GIUSTAGNANA,VIA SALDE 1112,,SERAVEZZA,PEAD,110.0,0.0,CLOSE,iso,2018,599209.7303,4872525.7951,308.33,POINT (599209.7303 4872525.7951)
21599,1545888,18ODL360659,10A02R06,Perdita via parmignola 31 avenza,CARRARA,AVENZA,VIA DEL PARMIGNOLA - AVENZA 31,,CARRARA,FERRO,200.0,0.0,CLOSE,iso,2018,583315.7502,4879217.8578,376.8,POINT (583315.7502 4879217.8578)
21630,2297437,20ODL363102,28A01R02,PERDITA ACQUA RETE (DITTA TAGLIO VEGETAZIONE),MASSAROSA,PIANO DI MOMMIO,VIA DEGLI ARTIGIANI,,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2020,601703.6735,4863017.06,290.56,POINT (601703.6735 4863017.06)
21653,2730510,21ODL414480,27A09R04,Perdita acqua dalla rete VIA G. VERDI  INCROCIO VIA LUCCA      palai,MASSA,POVEROMO,VIA G. VERDI  INCROCIO VIA LUCCA,,MASSA,FERRO,100.0,0.0,CLOSE,iso,2021,590708.14,4871328.24,305.47,POINT (590708.14 4871328.24)
21675,2269519,20ODL335604,28A01R04,Perdita acqua dalla rete,MASSAROSA,STIAVA,VIA CHELINI 130,130,MASSAROSA,PEAD,90.0,0.0,CLOSE,iso,2020,606047.13,4861440.6078,290.56,POINT (606047.13 4861440.6078)
21734,2725447,21ODL409467,19A17R77,Perdita acqua dalla rete,FIVIZZANO,EQUI TERME,VIA DELLE TERME,,FIVIZZANO,FERRO,160.0,0.0,CLOSE,iso,2021,592156.2794,4891337.6404,854.2,POINT (592156.2794 4891337.6404)
21738,2731031,21ODL414995,42A05R03,PERDITA STRADALE VISTA DA GEMIGNANI,SERAVEZZA,SERAVEZZA,VIA ESTERNA 10MT PRIMA DI INCROCIO VIA SAN BIAGINO,,SERAVEZZA,FERRO,140.0,0.0,CLOSE,iso,2021,598009.71,4870977.04,757.58,POINT (598009.71 4870977.04)
21751,2753778,21ODL437339,35A04R01,PERDITA ACQUA DALLA RETE,PIETRASANTA,TONFANO MARINA DI PIETRASANTA,VIA ASMARA 57,,PIETRASANTA,FIBROCEMENTO,100.0,0.0,CLOSE,iso,2021,597086.91,4865019.35,1339.96,POINT (597086.91 4865019.35)
21839,2830170,22ODL134631,19A17R82,PERDITA ACQUA DALLA RETE,FIVIZZANO,PIANDIMOLINO,ST.PROVINCIALE PER MONZONE NEI PRESSI DEL CAVALCAVIA FERROVIA,,FIVIZZANO,FERRO,90.0,0.0,CLOSE,iso,2022,590307.37,4890129.47,569.79,POINT (590307.37 4890129.47)
21873,2374153,20ODL438754,07A06R01,Perdita acqua dalla rete VIA DEI CARPENTIERI,CAMAIORE,CAPEZZANO PIANORE,Loc bocchette via dei carpentieri 53 0,,CAMAIORE,FERRO,125.0,1.0,CLOSE,iso,2020,600886.4439,4862851.3449,1054.6,POINT (600886.4439 4862851.3449)
21888,2781871,21ODL464962,35A04R01,Perdita acqua dalla rete URGENTE,PIETRASANTA,TONFANO MARINA DI PIETRASANTA,VIA ASMARA 0,,PIETRASANTA,FERRO,100.0,0.0,CLOSE,iso,2021,597057.02,4864994.06,320.91,POINT (597057.02 4864994.06)
21906,2813622,22ODL118367,19A05R20,PERDITA ACQUA DALLA RETE,FIVIZZANO,SELVA DI COLLEGNAGO,SELVA DI COLLEGNAGO,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2022,592144.0095,4898969.4698,225.32,POINT (592144.0095 4898969.4698)
21948,1551818,18ODL367185,19A05R20,Perdita acqua dalla rete,FIVIZZANO,COLLEGNAGO-FIVIZZANO,comunale 0,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2018,592407.1434,4899133.5714,618.58,POINT (592407.1434 4899133.5714)
21949,1551828,18ODL367199,31A07R06,Perdita acqua dalla rete foce morte 123          Carlini,MONTIGNOSO,CINQUALE,foce morte 123,123,MONTIGNOSO,FERRO,90.0,0.0,CLOSE,iso,2018,592852.3317,4870843.0929,302.32,POINT (592852.3317 4870843.0929)
21970,2820998,22ODL125573,35A02R01,Perdita acqua dalla rete,PIETRASANTA,PIETRASANTA,VIA MARCONI 27 Int. A,,PIETRASANTA,FERRO,125.0,0.0,CLOSE,iso,2022,597977.66,4868328.7,380.73,POINT (597977.66 4868328.7)
21971,2821133,22ODL125706,35A04R01,Perdita acqua dalla rete,PIETRASANTA,MARINA DI PIETRASANTA,VIA ASMARA 63,,PIETRASANTA,FUCHS,110.0,0.0,CLOSE,iso,2022,597135.12,4865043.88,326.64,POINT (597135.12 4865043.88)
21977,2829975,22ODL134438,35A03R01,PERDITA STRADALE SEGNALATA DA NS PERSONALE,PIETRASANTA,VALLECCHIA,POZZONE ANGOLO VIA BONGIORNO,,PIETRASANTA,FERRO,100.0,0.0,CLOSE,iso,2022,598023.86,4870170.56,320.91,POINT (598023.86 4870170.56)
21980,2830263,22ODL134723,35A03R01,PERDITA STRADALE SEGNALATA DA NS PERSONALE,PIETRASANTA,VALLECCHIA,POZZONE 0,,PIETRASANTA,FERRO,100.0,0.0,CLOSE,iso,2022,597957.39,4870087.61,405.05,POINT (597957.39 4870087.61)
21981,2830513,22ODL134971,35A02R01,PERDITA STRADALE SEGNALATO DA NS PERSONALE,PIETRASANTA,PIETRASANTA,PISANICA 7,,PIETRASANTA,FERRO,100.0,0.0,CLOSE,iso,2022,597712.55,4868414.45,320.91,POINT (597712.55 4868414.45)
21992,2845291,22ODL149601,35A02R01,PERDITA STRADALE VISTA DA FARNOCCHIA,PIETRASANTA,PIETRASANTA,VIA ZOLA VICINO AURELIA,,PIETRASANTA,FERRO,125.0,0.0,CLOSE,iso,2022,598453.76,4867059.71,380.73,POINT (598453.76 4867059.71)
22077,2426665,21ODL117465,28A01R10,Perdita acqua dalla rete VIA PORTOVECCHIO - MSR,MASSAROSA,MASSAROSA,VIA PORTOVECCHIO 0,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2021,606521.0639,4858365.7398,290.56,POINT (606521.0639 4858365.7398)
22120,491128,15ODL162799,28A01R08,Perdita acqua dalla rete,MASSAROSA,PIANO DEL QUERCIONE,Di pioppo gatto 0,0,MASSAROSA,PEAD,90.0,0.0,CLOSE,iso,2015,604912.3032,4858993.6394,261.46,POINT (604912.3032 4858993.6394)
22140,504558,15ODL175777,07A01R05,perdita stradale presso autolavaggio,camaiore,PRADO,fondi angolo via oberdan,0,CAMAIORE,FUCHS,150.0,0.0,CLOSE,iso,2015,604881.0113,4865572.8497,349.25,POINT (604881.0113 4865572.8497)
22148,1570817,18ODL386745,31A07R02,PERDITA ACQUA DALLA RETE  V.LE MARINA 36   Colle,MONTIGNOSO,CINQUALE,V.LE MARINA,36,MONTIGNOSO,FERRO,150.0,0.0,CLOSE,iso,2018,592997.1543,4873116.0991,319.33,POINT (592997.1543 4873116.0991)
22258,1501311,18ODL315231,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA VICO 0,,FORTE DEI MARMI,PEAD,110.0,0.0,CLOSE,iso,2018,595820.4296,4867902.5589,324.42,POINT (595820.4296 4867902.5589)
22260,1501654,18ODL315617,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA XX SETTEMBRE 0,,FORTE DEI MARMI,ACCIAIO,114.0,0.0,CLOSE,iso,2018,595741.8783,4868665.485,296.76,POINT (595741.8783 4868665.485)
22309,2547042,21ODL235321,07A07R11,PERDITA STRADALE VISTA DA DITTA,CAMAIORE,PIEVE,PROVINCIALE EST ANGOLO VIA GATTARELLA,,CAMAIORE,FIBROCEMENTO,100.0,3.0,CLOSE,iso,2021,606064.8609,4864519.6609,1125.56,POINT (606064.8609 4864519.6609)
22363,1710846,19ODL152797,35A01R03,PERDITA STRADALE SEGNALATA DA NOSTRO PERSONALE (BACCI),PIETRASANTA,MONTICOLEGNO,STRADA ACCESSO SERBATOIO MONTICOLEGNO,,PIETRASANTA,PEAD,110.0,0.0,CLOSE,iso,2019,599848.4749,4870312.5708,296.76,POINT (599848.4749 4870312.5708)
22364,1710893,19ODL152873,07A04R04,PERDITA STRADALE VIA PADULETTO ANG MONTEGGIORINI VS NOSTRO PERSONALE (PARENTI),CAMAIORE,LIDO DI CAMAIORE,PADULETTO /MONTEGGIORINI,0,CAMAIORE,FIBROCEMENTO,150.0,0.0,CLOSE,iso,2019,599035.444,4862385.1804,446.77,POINT (599035.444 4862385.1804)
22395,1705685,19ODL147552,31A07R02,Perdita acqua dalla rete VIA CASTAGNETA 36   carlini,MONTIGNOSO,CERVAIOLO,VIA CASTAGNETA 36,36,MONTIGNOSO,PEAD,110.0,0.0,CLOSE,iso,2019,592425.8994,4873813.6342,439.16,POINT (592425.8994 4873813.6342)
22399,1717507,19ODL159576,31A07R06,Perdita acqua dalla rete VIA DEL BRAVIN 2     colle,MONTIGNOSO,CINQUALE,VIA DEL BRAVIN 2,2,MONTIGNOSO,FERRO,90.0,0.0,CLOSE,iso,2019,592385.3635,4871420.4878,578.82,POINT (592385.3635 4871420.4878)
22420,1582123,18ODL398093,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,cesare Battisti 62,,FORTE DEI MARMI,FIBROCEMENTO,120.0,0.0,CLOSE,iso,2018,594904.5333,4868106.1113,342.68,POINT (594904.5333 4868106.1113)
22497,2596853,21ODL283749,28A01R04,PERDITA STRADALE TROVATA DA COSCI,MASSAROSA,STIAVA,"ROMANA, 9",9,MASSAROSA,PEAD,90.0,0.0,CLOSE,iso,2021,606044.7934,4861451.321,876.18,POINT (606044.7934 4861451.321)
22500,2601602,21ODL288389,42A02R01,Perdita segnalata a nostro personale,seravezza,CIOCCHE,ciocche presso cabina General ntm,,SERAVEZZA,FUCHS,200.0,0.0,CLOSE,iso,2021,594796.47,4869747.0,557.58,POINT (594796.47 4869747)
22544,1827153,19ODL273217,35A02R01,PERDITA STRADALE SEGNALATA A NOSTRO PERSONALE,PIETRASANTA,CENTRO,CASTAGNO,120,PIETRASANTA,PEAD,110.0,0.0,CLOSE,iso,2019,599384.7935,4866870.6651,288.97,POINT (599384.7935 4866870.6651)
22552,1838271,19ODL284849,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA PAOLO SAVI ANG. VIA MENINI,,VIAREGGIO,FERRO,110.0,3.0,CLOSE,iso,2019,600209.762,4857371.2126,850.89,POINT (600209.762 4857371.2126)
22571,1814241,19ODL259791,20A01R01,PERDITA STRADALE  vista da nostro personale (chiantelli) via G Vico  nei pressi del distributore,Forte dei marmi,FDM,G  Vico,0,FORTE DEI MARMI,PEAD,110.0,0.0,CLOSE,iso,2019,595124.4346,4868732.839,311.52,POINT (595124.4346 4868732.839)
22612,2633062,21ODL319265,28A01R13,PERDITA STRADALE SEGNALATA DA COSCI,MASSAROSA,QUIESA BOZZANO (VILLA SPINOLA),STERRATA (ALLEVAMENTO GALLINE),,MASSAROSA,FERRO,250.0,0.0,CLOSE,iso,2021,606243.7605,4859013.9744,1431.76,POINT (606243.7605 4859013.9744)
22617,2634337,21ODL320526,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA ALLENDE 96,,FORTE DEI MARMI,PEAD,90.0,0.0,CLOSE,iso,2021,594172.37,4869085.7,320.91,POINT (594172.37 4869085.7)
22672,1891166,19ODL339870,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA CARLO SFORZA 1,,FORTE DEI MARMI,PEAD,90.0,0.0,CLOSE,iso,2019,595573.3869,4869003.8358,399.87,POINT (595573.3869 4869003.8358)
22856,2136765,20ODL205099,20A01R01,Perdita acqua  dalla rete VIA VICO 14-B,FORTE DEI MARMI,FORTE DEI MARMI,VIA VICO 14-B,,FORTE DEI MARMI,PEAD,110.0,0.0,CLOSE,iso,2020,595035.7744,4868824.0955,358.43,POINT (595035.7744 4868824.0955)
22912,2226523,20ODL293338,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA VICO 16,,FORTE DEI MARMI,PEAD,110.0,0.0,CLOSE,iso,2020,595032.4202,4868843.1481,293.3,POINT (595032.4202 4868843.1481)
22913,2234159,20ODL300876,35A05R01,Perdita acqua dalla rete,PIETRASANTA,STRETTOIA PIETRASANTA,VIA AURELIA MONTISCENDI 111,,PIETRASANTA,FERRO,140.0,0.0,CLOSE,iso,2020,595419.9888,4871126.2163,324.72,POINT (595419.9888 4871126.2163)
22931,2075918,20ODL146155,49A01R01,PERDITA STRADALE (VISTA DA NOSTRO PERSONALE DELLA FOGNATURA),VIAREGGIO,VIAREGGIO,"Marco Polo,57",57,VIAREGGIO,FERRO,110.0,0.0,CLOSE,iso,2020,599774.502,4859659.0544,438.26,POINT (599774.502 4859659.0544)
22969,2883033,22ODL186411,27A09R03,perdita acqua dalla rete  VIA FRATELLI ROSSELLI   34                 del bergiolo,MASSA,MASSA,VIA FRATELLI ROSSELLI   34,34,MASSA,FERRO,100.0,0.0,COMP,iso,2022,590708.2,4876132.06,0.0,POINT (590708.2 4876132.06)
22989,2143141,20ODL211318,07A04R04,Perdita acqua da allaccio,CAMAIORE,LIDO DI CAMAIORE,VIA PADULETTO 68,68,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2020,599737.1659,4862736.959,868.07,POINT (599737.1659 4862736.959)
23055,548354,15ODL221428,03A01R03,Perdita acqua dalla rete,BAGNI DI LUCCA,PIEVE MONTI A VILLA,VIA AIA 16,16,BAGNI DI LUCCA,FERRO,125.0,2.0,CLOSE,iso,2015,626246.5763,4877045.0936,253.4,POINT (626246.5763 4877045.0936)
23140,1874731,19ODL322886,27A05R02,perdite acqua  via comunale di casete 0,MASSA,MASSA,LOC CASETTE VIA COMUNALE 0,0,MASSA,FERRO,100.0,0.0,CLOSE,iso,2019,593499.9743,4880454.8125,269.28,POINT (593499.9743 4880454.8125)
23163,1898318,19ODL347483,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,via mazzini 163 0,246,FORTE DEI MARMI,PEAD,110.0,0.0,CLOSE,iso,2019,592470.6951,4869504.9641,1811.64,POINT (592470.6951 4869504.9641)
23180,1285267,17ODL462345,03A01R46,PERDITA STRADALE,BAGNI DI LUCCA,CAFAGGI,RISTORANTE A PIPPO,,BAGNI DI LUCCA,PEAD,90.0,0.0,CLOSE,iso,2017,624588.2402,4873609.6857,464.99,POINT (624588.2402 4873609.6857)
23312,2297385,20ODL363051,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA PALESTRINA 111,111,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2020,599927.6584,4860027.0866,1183.83,POINT (599927.6584 4860027.0866)
23315,2298262,20ODL363867,07A04R04,Perdita acqua dalla rete VIA MACCHIA MONTEGGIORINI,CAMAIORE,LIDO DI CAMAIORE,VIA MACCHIA MONTEGGIORINI 0,,CAMAIORE,FERRO,160.0,0.0,CLOSE,iso,2020,599198.1506,4862115.132,406.18,POINT (599198.1506 4862115.132)
23412,1501811,18ODL315838,06A05R05,Perdita acqua dalla rete,BORGO A MOZZANO,DIECIMO,VIA MISERICORDIA 0,,BORGO A MOZZANO,PEAD,110.0,0.0,CLOSE,iso,2018,620779.0675,4868870.1302,281.46,POINT (620779.0675 4868870.1302)
23445,442050,15ODL113369,49A02R01,perdita acqua dalla rete,viareggio,TORRE DEL LAGO,della guidicciona / fontanella,00,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,602890.733,4854142.2962,294.5,POINT (602890.733 4854142.2962)
23447,1507716,18ODL321236,03A01R46,Perdita acqua dalla rete,BAGNI DI LUCCA,FORNOLI,presso incrocio stazione ferroviaria 0,,BAGNI DI LUCCA,FERRO,90.0,0.0,CLOSE,iso,2018,624690.347,4873626.8639,400.72,POINT (624690.347 4873626.8639)
23502,463290,15ODL135203,34A01R07,PERDITA STRADALE ricerca  eriparazione,Piazza ala Serchio,PIAZZA AL S.,di chiosa,0,PIAZZA AL SERCHIO,ACCIAIO,90.0,0.0,CLOSE,iso,2015,603501.9009,4893244.2915,896.01,POINT (603501.9009 4893244.2915)
23515,2362290,20ODL427026,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA DUILIO 1,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2020,599764.2356,4859511.3555,290.56,POINT (599764.2356 4859511.3555)
23523,2368305,20ODL432965,07A04R04,Perdita acqua dalla rete VIA AURELIA - LIDO,CAMAIORE,LIDO DI CAMAIORE,VIA AURELIA ROTONDA ROADHOUSE,,CAMAIORE,FERRO,150.0,0.0,CLOSE,iso,2020,599166.0885,4861260.745,702.69,POINT (599166.0885 4861260.745)
23524,2373916,20ODL438520,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA LEPANTO 41,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2020,600052.7123,4859454.287,290.56,POINT (600052.7123 4859454.287)
23572,2859659,22ODL163510,07A04R04,Perdita acqua dalla rete segnalata da ns personale,CAMAIORE,LIDO DI CAMAIORE,VIA CAMELIE (PONTICELLO),,CAMAIORE,FERRO,110.0,15.0,COMP,iso,2022,598590.42,4863648.31,0.0,POINT (598590.42 4863648.31)
23615,477905,15ODL149413,07A01R02,Perdita acqua dalla rete,CAMAIORE,MONTEBELLO CAMAIORE,VIA COLLI DI VERSONA 1059,1059,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2015,602792.2138,4866388.0294,412.34,POINT (602792.2138 4866388.0294)
23621,481256,15ODL152608,07A01R02,Perdita acqua dalla rete,CAMAIORE,MONTEBELLO CAMAIORE,LOC. COLLI DI VERZONA 755,755,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2015,602769.1588,4866390.5017,317.18,POINT (602769.1588 4866390.5017)
23632,491045,15ODL162681,07A04R01,Perdita acqua dal contatore VIA PROVINCIALE 241,CAMAIORE,CAPEZZANO PIANORE,VIA PROVINCIALE 241,241,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2015,602813.3329,4865333.8845,302.46,POINT (602813.3329 4865333.8845)
23698,491103,15ODL162762,49A01R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,Matteotti 22,22,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,603721.0085,4853399.021,349.25,POINT (603721.0085 4853399.021)
23714,504575,15ODL175799,07A01R02,perdita,camaiore,OLCI MONTEBELLO,colli di versona,0,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2015,602777.4457,4866389.2572,294.5,POINT (602777.4457 4866389.2572)
23772,750125,16ODL246894,23A01R01,PERDITA STRADALE,GALLICANO,GALLICANO,SAN.ANDREA,,GALLICANO,FERRO,110.0,0.0,CLOSE,iso,2016,614548.6962,4879302.2905,285.36,POINT (614548.6962 4879302.2905)
23865,2505412,21ODL194766,35A02R01,Perdita rilevata ns personale (Torlai),PIETRASANTA,PIETRASANTA,SARZANESE ANGOLO CANNORETO,,PIETRASANTA,FERRO,110.0,0.0,CLOSE,iso,2021,599869.656,4866288.2809,1076.31,POINT (599869.656 4866288.2809)
23877,2525692,21ODL214655,10A02R06,Perdita acqua dalla rete Via Fossa Maestra a Metà Strada Avenza Carrara,CARRARA,AVENZA,Fossa Maestra Metà Strada,,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2021,583299.0479,4878889.7788,626.68,POINT (583299.0479 4878889.7788)
23888,521781,15ODL193701,07A01R02,Perdita acqua dalla rete,CAMAIORE,VERZONA,verzona 0,00,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2015,602750.6643,4866375.7639,292.4,POINT (602750.6643 4866375.7639)
23902,545029,15ODL218051,07A01R02,Perdita dalla rete,Camaiore,VARICELLA,di Contra,00,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2015,602746.9907,4866374.8242,292.4,POINT (602746.9907 4866374.8242)
23905,554737,15ODL228218,49A02R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,VIA GRANDI 35,,VIAREGGIO,FERRO,90.0,0.0,CLOSE,iso,2015,603146.9994,4853842.2204,292.4,POINT (603146.9994 4853842.2204)
